_id,AREA_NAME,HOOD_ID,year,ASSAULT_RATE,AUTOTHEFT_RATE,BIKETHEFT_RATE,BREAKENTER_RATE,HOMICIDE_RATE,ROBBERY_RATE,SHOOTING_RATE,THEFTFROMMV_RATE,THEFTOVER_RATE,population
133,Bayview Village,52,2021,288.6765747,170.7664185,44.7245369,117.910141,0,16.26346779,12.19760132,182.9640198,36.59280396,2459.4998771128207
133,Bayview Village,52,2022,477.9733887,242.9698029,27.25326066,119.4933472,0,39.83111572,19.91555786,264.7459607,23.8986702,2510.6000216116217
133,Bayview Village,52,2023,533.3852539,373.7590027,66.18649292,256.9593201,NA,35.03990555,7.786645889,447.7321472,70.0798111,2568.4999538004668
134,Newtonbrook East,50,2014,466.8878174,92.14891052,55.2893486,221.1573944,0,49.14608765,0,135.1517334,6.143260956,1627.800023209601
134,Newtonbrook East,50,2015,470.7631226,49.5540123,49.5540123,309.7125854,6.194251537,49.5540123,0,204.4103088,37.16551208,1614.4000315966975
134,Newtonbrook East,50,2016,585.8887939,49.86287689,56.09573746,261.7800903,6.232859612,62.32859802,12.46571922,162.0543518,31.16429901,1604.4000325434454
134,Newtonbrook East,50,2017,497.7264404,67.59247589,55.30293655,344.1071777,0,116.7506485,0,239.6460571,55.30293655,1627.3999817028807
134,Newtonbrook East,50,2018,518.6346436,84.42890167,36.183815,385.9606934,6.030635834,42.21445084,6.030635834,205.0416107,24.12254333,1658.2000655229658
134,Newtonbrook East,50,2019,504.8105469,166.2905273,41.57263184,314.7642212,0,59.38947678,0,344.4589539,53.45052719,1683.8000022380277
134,Newtonbrook East,50,2020,354.1703491,230.2107239,5.902839184,224.3078918,0,88.54258728,5.902839184,271.5306091,59.02839279,1694.1000327234904
134,Newtonbrook East,50,2021,501.1496887,253.5227814,47.16703033,159.1887207,0,53.06290817,5.895878792,194.5639954,47.16703033,1696.100025932232
134,Newtonbrook East,50,2022,473.1861267,344.6664429,51.9091014,221.9885559,0,52.57623672,23.36721611,265.3131849,52.57623672,1711.7999753055735
134,Newtonbrook East,50,2023,501.7879944,432.5758362,46.14142227,207.6363983,5.767677784,115.3535614,5.767677784,248.0101471,86.51516724,1733.7999507945183
